formula,space_group,structure,id,formation_energy
CsSb,P-6m2,"[{'data': {'a': [3.78185e-10, 0, 0], 'b': [-1.890925e-10, 3.275094e-10, 0], 'c': [0, 0, 6.423739e-10], 'atoms': [{'x': 1.8909197810470006e-10, 'y': 1.0916900306046e-10, 'z': 4.81780026728182e-10, 'element': 'Cs'}, {'x': -3.403665000443999e-17, 'y': 2.1833900174949603e-10, 'z': 1.60593012490792e-10, 'element': 'Sb'}]}, 'natoms': 2, 'element': {'Cs': 1, 'Sb': 1}}]",PN_M3ZOOXQLP6KHEOR46QORU2WTSAEXHEKA,"{'reference': {'Cs': 'https://nomad-lab.eu/prod/rae/gui/entry/id/hXjxFrSARi6vr8ZsckYj7Q/kN8e3SIVbfhf8PZRKQBSjs6R93sI', 'Sb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/F6FpfGPiRSaYxoQqgfNL3A/A9G6BTbGfb_JlS9fJXXJ9cAqbhWC'}, 'value_per_atom': -0.1281485487240288, 'value': -0.2562970974480576}"
Ac3Yb,Fm-3m,"[{'data': {'a': [0, 4.43266375e-10, 4.43266375e-10], 'b': [4.43266375e-10, 0, 4.43266375e-10], 'c': [4.43266375e-10, 4.43266375e-10, 0], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Ac'}, {'x': 2.216331875e-10, 'y': 2.216331875e-10, 'z': 2.216331875e-10, 'element': 'Ac'}, {'x': 4.43266375e-10, 'y': 4.43266375e-10, 'z': 4.43266375e-10, 'element': 'Ac'}, {'x': 6.648995625e-10, 'y': 6.648995625e-10, 'z': 6.648995625e-10, 'element': 'Yb'}]}, 'natoms': 4, 'element': {'Ac': 3, 'Yb': 1}}]",PN_NUHGNF2PFSE2MYNMVS34LN3L45BT45XK,"{'reference': {'Ac': 'https://nomad-lab.eu/prod/rae/gui/entry/id/hXjxFrSARi6vr8ZsckYj7Q/iWBIRb7QiLZT3UTReI3nDZH2uLUu', 'Yb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/F6FpfGPiRSaYxoQqgfNL3A/V74Cne3jMl6DaE8BB0l4CKbjL33s'}, 'value_per_atom': 0.04835343043718554, 'value': 0.19341372174874216}"
FePb3,Fm-3m,"[{'data': {'a': [0, 3.68171859e-10, 3.68171859e-10], 'b': [3.68171859e-10, 0, 3.68171859e-10], 'c': [3.68171859e-10, 3.68171859e-10, 0], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Fe'}, {'x': 1.840859295e-10, 'y': 1.840859295e-10, 'z': 1.840859295e-10, 'element': 'Pb'}, {'x': 3.68171859e-10, 'y': 3.68171859e-10, 'z': 3.68171859e-10, 'element': 'Pb'}, {'x': 5.522577885e-10, 'y': 5.522577885e-10, 'z': 5.522577885e-10, 'element': 'Pb'}]}, 'natoms': 4, 'element': {'Pb': 3, 'Fe': 1}}]",PN_UHPM6QXFQ7RQY5BIDBKACJUHS6LDFA6K,"{'reference': {'Pb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/gsAlmK4OTCGsgQBj4SzPwA/aYJtYKNr85nM-0acWcW3IEbYkJ65', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu'}, 'value_per_atom': 0.7885119954880766, 'value': 3.1540479819523064}"
Al3Nb,I4/mmm,"[{'data': {'a': [-1.9236803000000002e-10, 1.9236803000000002e-10, 4.31349688e-10], 'b': [1.9236803000000002e-10, -1.9236803000000002e-10, 4.31349688e-10], 'c': [1.9236803000000002e-10, 1.9236803000000002e-10, -4.31349688e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 4.31349688e-10, 'element': 'Al'}, {'x': 1.2924697071141057e-26, 'y': 1.9236803e-10, 'z': 2.15674844e-10, 'element': 'Al'}, {'x': 1.9236803000000002e-10, 'y': 0, 'z': 2.15674844e-10, 'element': 'Al'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'Nb'}]}, 'natoms': 4, 'element': {'Nb': 1, 'Al': 3}}]",PN_4IRQV7WEWJHHQHANF7EFXXIXCJZWNDQD,"{'reference': {'Nb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/FsjvRjUORt2wbpq8ej5bOA/861X4hlRjiSg-bvBzuNmZtnnHOYr', 'Al': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/NwZCCfhy6KcjdrLfBEnERme_39m-'}, 'value_per_atom': -0.4241836065132585, 'value': -1.696734426053034}"
Au6Mn2,Cmcm,"[{'data': {'a': [5.751066770000001e-10, -5.703067e-12, 0], 'b': [-2.9249233900000003e-10, 5.06611593e-10, 0], 'c': [0, 0, 4.817517620000001e-10], 'atoms': [{'x': -8.29702125217333e-12, 'y': -4.79029083179373e-12, 'z': 0, 'element': 'Au'}, {'x': 1.2567892228599455e-10, 'y': 2.4781518091180585e-10, 'z': 0, 'element': 'Au'}, {'x': 2.77453703004841e-10, 'y': -1.5066451133950028e-11, 'z': 0, 'element': 'Au'}, {'x': 1.5125052378510001e-10, 'y': 8.732453064006e-11, 'z': 2.4087588100000005e-10, 'element': 'Au'}, {'x': 2.9988891532200876e-10, 'y': 3.356275899625763e-10, 'z': 2.4087588100000005e-10, 'element': 'Au'}, {'x': 4.406064765280857e-10, 'y': 9.189762394221629e-11, 'z': 2.4087588100000005e-10, 'element': 'Au'}, {'x': -1.6256605015789208e-10, 'y': 2.4388351238452845e-10, 'z': 0, 'element': 'Mn'}, {'x': 1.302721076589535e-11, 'y': 3.452623254898537e-10, 'z': 2.4087588100000005e-10, 'element': 'Mn'}]}, 'natoms': 8, 'element': {'Mn': 2, 'Au': 6}}]",PN_SEKPCJOA45DIXAR4MKCW6XANL4VAFWHR,"{'reference': {'Mn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/8IffBWYWeF2VvGN-TtippJCbAlST', 'Au': 'https://nomad-lab.eu/prod/rae/gui/entry/id/VIw_UIvgSh6gxyn98Y4wQg/obkWaha46SJyE2R6mKrpCv-Z4ZwG'}, 'value_per_atom': 0.0028625383247353753, 'value': 0.022900306597883002}"
Ni4Ge4,Pnma,"[{'data': {'a': [3.45482896e-10, 0, 0], 'b': [0, 5.42049635e-10, 0], 'c': [0, 0, 5.865632110000001e-10], 'atoms': [{'x': 8.6370724e-11, 'y': 1.031016240834523e-10, 'z': 2.432763174988115e-10, 'element': 'Ge'}, {'x': 2.59112172e-10, 'y': 1.6792319341654769e-10, 'z': 5.365579229988116e-10, 'element': 'Ge'}, {'x': 2.59112172e-10, 'y': 4.389480109165477e-10, 'z': 3.4328689350118857e-10, 'element': 'Ge'}, {'x': 8.6370724e-11, 'y': 3.7412644158345235e-10, 'z': 5.000528800118853e-11, 'element': 'Ge'}, {'x': 8.6370724e-11, 'y': 3.0082995873011004e-12, 'z': 4.748473496622382e-10, 'element': 'Ni'}, {'x': 2.59112172e-10, 'y': 2.680165179126989e-10, 'z': 1.8156574416223816e-10, 'element': 'Ni'}, {'x': 2.59112172e-10, 'y': 5.390413354126989e-10, 'z': 1.1171586133776186e-10, 'element': 'Ni'}, {'x': 8.6370724e-11, 'y': 2.7403311708730115e-10, 'z': 4.049974668377619e-10, 'element': 'Ni'}]}, 'natoms': 8, 'element': {'Ni': 4, 'Ge': 4}}]",PN_6TX4WG7BQFKUWSDM7GIXNUK4TR2JUDJE,"{'reference': {'Ni': 'https://nomad-lab.eu/prod/rae/gui/entry/id/q7lAKuoOTPWL1mJ5gkMDhg/2z6qKgNMlPjxK4R1fKqhhgll26lp', 'Ge': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/2eVSxv5n6du3VVsS6uZHLFviKxDn'}, 'value_per_atom': -0.3244859129136115, 'value': -2.595887303308892}"
NiSb2,I4/mmm,"[{'data': {'a': [-1.58846197e-10, 1.5911177e-10, 6.27965147e-10], 'b': [1.58846197e-10, -1.5911177e-10, 6.27965147e-10], 'c': [1.58846197e-10, 1.5911177e-10, -6.27965147e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Ni'}, {'x': 2.367471336190413e-27, 'y': 1.1571236933147505e-27, 'z': 7.915287546564108e-10, 'element': 'Sb'}, {'x': 1.7394904707734713e-27, 'y': -5.249343237312695e-27, 'z': 4.644015393435892e-10, 'element': 'Sb'}]}, 'natoms': 3, 'element': {'Ni': 1, 'Sb': 2}}]",PN_JFVMRZTAXRNXZUJTNE6WBGH2BIRM6MG7,"{'reference': {'Ni': 'https://nomad-lab.eu/prod/rae/gui/entry/id/q7lAKuoOTPWL1mJ5gkMDhg/2z6qKgNMlPjxK4R1fKqhhgll26lp', 'Sb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/WMu7V8unTIq_ZADrznasag/e0MYdRBQr9wEXHzKsLol9DZ8gMvs'}, 'value_per_atom': -0.002578556133567389, 'value': -0.007735668400702167}"
SmSb,P-6m2,"[{'data': {'a': [4.23074017e-10, 9.999999999999999e-18, 0], 'b': [-2.1153694000000002e-10, 3.66531925e-10, 0], 'c': [0, 0, 4.03984232e-10], 'atoms': [{'x': 2.1153724075485373e-10, 'y': 1.2217668334331226e-10, 'z': 3.02988174e-10, 'element': 'Sb'}, {'x': -1.6375485370267743e-16, 'y': 2.443552516566878e-10, 'z': 1.00996058e-10, 'element': 'Sm'}]}, 'natoms': 2, 'element': {'Sm': 1, 'Sb': 1}}]",PN_EE7PEUW4EIAQWXS6M2ORPB7QAUJ5MG7E,"{'reference': {'Sm': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/_QRJJknIDoDicf-YE5iLlQPtC5ne', 'Sb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/F6FpfGPiRSaYxoQqgfNL3A/A9G6BTbGfb_JlS9fJXXJ9cAqbhWC'}, 'value_per_atom': -1.3450050363071764, 'value': -2.6900100726143528}"
Fe8Pt,I4/mmm,"[{'data': {'a': [0, 2.9075117100000004e-10, 0], 'b': [0, 1.4537558500000002e-10, 6.17375828e-10], 'c': [6.17375828e-10, -1.4537558500000002e-10, 0], 'atoms': [{'x': 2.070573017582995e-10, 'y': -1.894322421990187e-27, 'z': 2.070573017582995e-10, 'element': 'Fe'}, {'x': 4.1031852624170055e-10, 'y': 1.894322421990187e-27, 'z': 4.1031852624170055e-10, 'element': 'Fe'}, {'x': 2.070573017582995e-10, 'y': 1.4537558533538294e-10, 'z': 4.1031852624170055e-10, 'element': 'Fe'}, {'x': 4.0455847150404333e-10, 'y': -1.1261122651557073e-18, 'z': 0, 'element': 'Fe'}, {'x': 0, 'y': 1.4537558387388776e-10, 'z': 2.1281735649595668e-10, 'element': 'Fe'}, {'x': 4.1031852624170055e-10, 'y': 1.453755856646171e-10, 'z': 2.070573017582995e-10, 'element': 'Fe'}, {'x': 0, 'y': 2.907511721261123e-10, 'z': 4.0455847150404333e-10, 'element': 'Fe'}, {'x': 2.1281735649595668e-10, 'y': 1.4537558712611228e-10, 'z': 0, 'element': 'Fe'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'Pt'}]}, 'natoms': 9, 'element': {'Pt': 1, 'Fe': 8}}]",PN_OHZHNWYGDAWNHY4TK6J6TTS2BWN3H2TJ,"{'reference': {'Pt': 'https://nomad-lab.eu/prod/rae/gui/entry/id/68wFX7Q8S5SrqzKuJtOXRg/hfTXu5BPKf83TlYNvYL_xjc7wecf', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu'}, 'value_per_atom': -0.05216740734617215, 'value': -0.46950666611554936}"
Au4Mn,Immm,"[{'data': {'a': [2.2244287800000003e-10, 2.2244287800000003e-10, 0], 'b': [-4.0836831000000003e-10, 6.30811189e-10, 1.8960793800000002e-10], 'c': [0, 0, 3.7921587600000003e-10], 'atoms': [{'x': -4.030313750685315e-10, 'y': 6.2547425405826e-10, 'z': 1.8960793800000002e-10, 'element': 'Au'}, {'x': 9.68458196735736e-12, 'y': 2.1275829622806002e-10, 'z': 1.8960793800000002e-10, 'element': 'Au'}, {'x': 1.2225885632642637e-11, 'y': 4.3265987077194e-10, 'z': 3.79215876e-10, 'element': 'Au'}, {'x': -2.0586934533146858e-10, 'y': 4.2831222394174e-10, 'z': 1.8960793800000002e-10, 'element': 'Au'}, {'x': -1.9322892120000002e-10, 'y': 6.381146780000001e-10, 'z': 3.7921587600000003e-10, 'element': 'Mn'}]}, 'natoms': 5, 'element': {'Mn': 1, 'Au': 4}}]",PN_V2ICZY3YPVDQPW62ESPCCRB3XTAHXRUU,"{'reference': {'Mn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/8IffBWYWeF2VvGN-TtippJCbAlST', 'Au': 'https://nomad-lab.eu/prod/rae/gui/entry/id/VIw_UIvgSh6gxyn98Y4wQg/obkWaha46SJyE2R6mKrpCv-Z4ZwG'}, 'value_per_atom': -0.047531757761927196, 'value': -0.23765878880963598}"
Ni4Sb2,I4_1/amd,"[{'data': {'a': [-1.6702647100000003e-10, 1.6737123400000001e-10, 8.391227470000001e-10], 'b': [1.6702647100000003e-10, -1.6737123400000001e-10, 8.391227470000001e-10], 'c': [1.6702647100000003e-10, 1.6737123400000001e-10, -8.391227470000001e-10], 'atoms': [{'x': 1.6702647100000003e-10, 'y': 8.3685617e-11, 'z': 7.539252886831498e-10, 'element': 'Ni'}, {'x': 6.462348535570529e-27, 'y': 8.368561700000001e-11, 'z': 8.519745831685023e-11, 'element': 'Ni'}, {'x': 1.6702647100000003e-10, 'y': 8.368561700000001e-11, 'z': 5.048467550982809e-10, 'element': 'Ni'}, {'x': 0, 'y': 8.368561700000002e-11, 'z': 3.342759919017191e-10, 'element': 'Ni'}, {'x': 1.6702647100000003e-10, 'y': 8.368561700000001e-11, 'z': -2.0971310380395662e-10, 'element': 'Sb'}, {'x': 6.462348535570529e-27, 'y': 8.3685617e-11, 'z': 1.0488358508039569e-09, 'element': 'Sb'}]}, 'natoms': 6, 'element': {'Ni': 4, 'Sb': 2}}]",PN_EGYLZVKSCIBORBQLVEKOL3BRKOD33CRQ,"{'reference': {'Ni': 'https://nomad-lab.eu/prod/rae/gui/entry/id/q7lAKuoOTPWL1mJ5gkMDhg/2z6qKgNMlPjxK4R1fKqhhgll26lp', 'Sb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/WMu7V8unTIq_ZADrznasag/e0MYdRBQr9wEXHzKsLol9DZ8gMvs'}, 'value_per_atom': 0.17705212492949526, 'value': 1.0623127495769715}"
Ag2Al6,I4/mmm,"[{'data': {'a': [4.06991176e-10, 1e-18, 0], 'b': [2.0349526500000002e-10, 8.44135255e-10, 1.275338e-12], 'c': [0, -9.8709693e-11, 3.94839478e-10], 'atoms': [{'x': 2.034952658197094e-10, 'y': 7.434085682805776e-10, 'z': 3.956105676335894e-10, 'element': 'Ag'}, {'x': 4.069910136802906e-10, 'y': 3.994071987194224e-10, 'z': 9.985178686641062e-11, 'element': 'Ag'}, {'x': 2.0349550725000003e-10, 'y': 1.986951025e-10, 'z': 4.9673769250000004e-11, 'element': 'Al'}, {'x': 2.0349534575000002e-10, 'y': 5.960853065e-10, 'z': 1.4902130775e-10, 'element': 'Al'}, {'x': 2.03495587400596e-10, 'y': -4.787994020565808e-11, 'z': 1.9778846540219202e-10, 'element': 'Al'}, {'x': 4.0699109525e-10, 'y': 1.4934025650000001e-10, 'z': 2.4709350825e-10, 'element': 'Al'}, {'x': 2.0349542709940405e-10, 'y': 3.4656045220565806e-10, 'z': 2.9639855109780804e-10, 'element': 'Al'}, {'x': 4.0699093375e-10, 'y': 5.467304605e-10, 'z': 3.4644104675e-10, 'element': 'Al'}]}, 'natoms': 8, 'element': {'Ag': 2, 'Al': 6}}]",PN_TCDWC7R2Y3I7UZ2F3KBOMZMI2QZW6NFO,"{'reference': {'Ag': 'https://nomad-lab.eu/prod/rae/gui/entry/id/fnHejGdhTuiWS0VNpjH8pA/S0g-iXGYSO3a4JeEbuX_IWUqOBUr', 'Al': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/NwZCCfhy6KcjdrLfBEnERme_39m-'}, 'value_per_atom': 0.03410480230029744, 'value': 0.27283841840237955}"
Mo2As,Fmmm,"[{'data': {'a': [0, 2.15106931e-10, 6.16489815e-10], 'b': [1.0749114e-10, 0, 6.16489815e-10], 'c': [1.0749114e-10, 2.15106931e-10, 0], 'atoms': [{'x': 1.0749114e-10, 'y': 2.15106931e-10, 'z': 6.16489815e-10, 'element': 'As'}, {'x': 1.0749113999999998e-10, 'y': 2.15106931e-10, 'z': 1.0312691314399088e-09, 'element': 'Mo'}, {'x': 1.0749114e-10, 'y': 2.15106931e-10, 'z': 2.017104985600911e-10, 'element': 'Mo'}]}, 'natoms': 3, 'element': {'Mo': 2, 'As': 1}}]",PN_WJDJOSUEZ2DHGZDFEQJWSISE45RHH4QK,"{'reference': {'Mo': 'https://nomad-lab.eu/prod/rae/gui/entry/id/miRFVZUUSvmc1uMMJkU4LA/TwiQxc0usHCKW3MtmHjbnh8mT5GC', 'As': 'https://nomad-lab.eu/prod/rae/gui/entry/id/irNjB3eBSxiA5Zsr3-mMcg/kWw6gjhjpszGSs-lJVXHTwQkY4RP'}, 'value_per_atom': 0.430459223416058, 'value': 1.291377670248174}"
Al2Sn6,Cmcm,"[{'data': {'a': [4.13822975e-10, -4.90459482e-10, 0], 'b': [4.13822975e-10, 4.90459482e-10, 0], 'c': [0, 0, 5.03886082e-10], 'atoms': [{'x': 4.13822975e-10, 'y': -1.7461643543961804e-10, 'z': 3.779145615e-10, 'element': 'Al'}, {'x': 4.13822975e-10, 'y': 1.7461643543961801e-10, 'z': 1.259715205e-10, 'element': 'Al'}, {'x': 4.13822975e-10, 'y': 3.674186768674519e-10, 'z': 3.779145615e-10, 'element': 'Sn'}, {'x': 4.1382297499999994e-10, 'y': -3.674186768674519e-10, 'z': 1.259715205e-10, 'element': 'Sn'}, {'x': 5.914562718308031e-10, 'y': 1.0147366357433819e-10, 'z': 3.779145615e-10, 'element': 'Sn'}, {'x': 2.36189678169197e-10, 'y': -1.0147366357433823e-10, 'z': 1.259715205e-10, 'element': 'Sn'}, {'x': 5.91456271830803e-10, 'y': -1.014736635743382e-10, 'z': 1.259715205e-10, 'element': 'Sn'}, {'x': 2.3618967816919697e-10, 'y': 1.0147366357433822e-10, 'z': 3.779145615e-10, 'element': 'Sn'}]}, 'natoms': 8, 'element': {'Al': 2, 'Sn': 6}}]",PN_EOXTBO736OHRQDRLIOM46ZDPZCLILICE,"{'reference': {'Al': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/NwZCCfhy6KcjdrLfBEnERme_39m-', 'Sn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/OAw0poj5HN3ZrB-djDMlDbA7-aNL'}, 'value_per_atom': 0.0934787482373256, 'value': 0.7478299858986048}"
IrMn2,I4/mmm,"[{'data': {'a': [-1.3037158900000002e-10, 1.3037158900000002e-10, 5.354441010000001e-10], 'b': [1.3037158900000002e-10, -1.3037158900000002e-10, 5.354441010000001e-10], 'c': [1.3037158900000002e-10, 1.3037158900000002e-10, -5.354441010000001e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 5.354441010000001e-10, 'element': 'Ir'}, {'x': 1.4748379944736866e-28, 'y': -1.4748379944736866e-28, 'z': 1.8635387668004614e-10, 'element': 'Mn'}, {'x': 5.927500507289229e-27, 'y': -5.927500507289229e-27, 'z': 8.84534325319954e-10, 'element': 'Mn'}]}, 'natoms': 3, 'element': {'Mn': 2, 'Ir': 1}}]",PN_BT3XKONDU32GT5A2AAAUOWYWQUVMNMCZ,"{'reference': {'Mn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/8IffBWYWeF2VvGN-TtippJCbAlST', 'Ir': 'https://nomad-lab.eu/prod/rae/gui/entry/id/R5T_c-b5R-aSPQN6iXJv2A/Jxd3Gq7w7vgx3vAf4QaOcIUrNIvf'}, 'value_per_atom': -0.0004295886141948794, 'value': -0.0012887658425846382}"
Ni2Sb,P4/mmm,"[{'data': {'a': [3.69034951e-10, 0, 0], 'b': [0, 3.69034951e-10, 0], 'c': [0, 0, 3.49690182e-10], 'atoms': [{'x': 0, 'y': 1.845174755e-10, 'z': 1.74845091e-10, 'element': 'Ni'}, {'x': 1.845174755e-10, 'y': 0, 'z': 1.74845091e-10, 'element': 'Ni'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'Sb'}]}, 'natoms': 3, 'element': {'Ni': 2, 'Sb': 1}}]",PN_NNVM5LOESBKSXLK4IPSAZR4TWLGLV6BF,"{'reference': {'Ni': 'https://nomad-lab.eu/prod/rae/gui/entry/id/q7lAKuoOTPWL1mJ5gkMDhg/2z6qKgNMlPjxK4R1fKqhhgll26lp', 'Sb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/WMu7V8unTIq_ZADrznasag/e0MYdRBQr9wEXHzKsLol9DZ8gMvs'}, 'value_per_atom': 0.12095545966318373, 'value': 0.3628663789895512}"
AuMn3,Pmmm,"[{'data': {'a': [0, -2.1160315100000001e-10, -2.1160315100000001e-10], 'b': [3.63912238e-10, 0, 0], 'c': [0, -3.99252693e-10, 3.99252693e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Au'}, {'x': 0, 'y': -1.996263465e-10, 'z': 1.996263465e-10, 'element': 'Mn'}, {'x': 1.81956119e-10, 'y': -2.1110846181315307e-10, 'z': -4.946891868469335e-13, 'element': 'Mn'}, {'x': 1.81956119e-10, 'y': -3.997473821868469e-10, 'z': 1.8814423118684692e-10, 'element': 'Mn'}]}, 'natoms': 4, 'element': {'Mn': 3, 'Au': 1}}]",PN_ZJQ6SRZC7FIWMJROTHNT4V7KQL7RQF3R,"{'reference': {'Mn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/8IffBWYWeF2VvGN-TtippJCbAlST', 'Au': 'https://nomad-lab.eu/prod/rae/gui/entry/id/VIw_UIvgSh6gxyn98Y4wQg/obkWaha46SJyE2R6mKrpCv-Z4ZwG'}, 'value_per_atom': 0.2960059875718608, 'value': 1.1840239502874432}"
Ba2Ge2,Pmmn,"[{'data': {'a': [3.85054391e-10, 0, 0], 'b': [0, 5.542177090000001e-10, 0], 'c': [0, 0, 6.87656043e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 6.762976155441432e-11, 'element': 'Ba'}, {'x': 1.925271955e-10, 'y': 2.7710885450000003e-10, 'z': 4.481122706955857e-10, 'element': 'Ba'}, {'x': 0, 'y': 0, 'z': 3.947297521274294e-10, 'element': 'Ge'}, {'x': 1.925271955e-10, 'y': 2.7710885450000003e-10, 'z': 1.2101228012257057e-10, 'element': 'Ge'}]}, 'natoms': 4, 'element': {'Ge': 2, 'Ba': 2}}]",PN_MXWD7IDMW3LUHSWFCZJUTAZCCG2I2ZZU,"{'reference': {'Ge': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/2eVSxv5n6du3VVsS6uZHLFviKxDn', 'Ba': 'https://nomad-lab.eu/prod/rae/gui/entry/id/tX6mKyN2Q0ahPatA8GfBWw/Lj0gGgNhl0ZMZK5-5xnXiYpf0ut5'}, 'value_per_atom': -0.11685555054376229, 'value': -0.46742220217504915}"
GaGe,R-3m,"[{'data': {'a': [1.513286e-10, 8.73696e-11, 4.76606e-10], 'b': [-1.513286e-10, 8.73696e-11, 4.76606e-10], 'c': [0, -1.747392e-10, 4.76606e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Ga'}, {'x': 0, 'y': 0, 'z': 7.149090000000001e-10, 'element': 'Ge'}]}, 'natoms': 2, 'element': {'Ga': 1, 'Ge': 1}}]",PN_RDZJLZN5XY4V4VMDWZMLRQVJBPIRWIXB,"{'reference': {'Ga': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/2ERN7ZvJrgUF_ixLeiC-2pn_xLJl', 'Ge': 'https://nomad-lab.eu/prod/rae/gui/entry/id/A42JdZXMSM6ZvFkyAy3k1g/nH8H7aIXL4SwjYAB7X_4snhAGFE1'}, 'value_per_atom': -0.014641019439152192, 'value': -0.029282038878304384}"
Al2Pd2,P4/nmm,"[{'data': {'a': [2.35891528e-10, -2.36424065e-10, 0], 'b': [2.35891528e-10, 2.36424065e-10, 0], 'c': [0, 0, 5.44205675e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 1.528302048598975e-11, 'element': 'Al'}, {'x': 2.35891528e-10, 'y': 0, 'z': 3.928712357640102e-10, 'element': 'Al'}, {'x': 0, 'y': 0, 'z': 2.9410804974529225e-10, 'element': 'Pd'}, {'x': 2.35891528e-10, 'y': 0, 'z': 1.1404620650470774e-10, 'element': 'Pd'}]}, 'natoms': 4, 'element': {'Pd': 2, 'Al': 2}}]",PN_ZKW5JJFDIZZHWHMWD3QXGU5EN75Q4FH4,"{'reference': {'Pd': 'https://nomad-lab.eu/prod/rae/gui/entry/id/eWp7nSoCThCvuNshTV7OvQ/B_YsxQ9yjPSLQPBbgi6ptP2Q1A64', 'Al': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/NwZCCfhy6KcjdrLfBEnERme_39m-'}, 'value_per_atom': -0.7411901811862194, 'value': -2.9647607247448775}"
Cr2W2,P4/nmm,"[{'data': {'a': [0, 0, -3.03956951e-10], 'b': [0, 3.03956951e-10, 0], 'c': [6.06425009e-10, 0, 0], 'atoms': [{'x': 4.70730136136142e-12, 'y': 0, 'z': 0, 'element': 'Cr'}, {'x': 1.4689895088863856e-10, 'y': 1.519784755e-10, 'z': -1.519784755e-10, 'element': 'Cr'}, {'x': 2.946473091588833e-10, 'y': 0, 'z': 0, 'element': 'W'}, {'x': 4.633839520911167e-10, 'y': 1.519784755e-10, 'z': -1.519784755e-10, 'element': 'W'}]}, 'natoms': 4, 'element': {'W': 2, 'Cr': 2}}]",PN_FI7KREUZJ2MA7HS3GT2AWM222PSWN2L5,"{'reference': {'W': 'https://nomad-lab.eu/prod/rae/gui/entry/id/JriGWVUJSX2Vkeya5zzAPw/dcAjiz1dsca03eeBAM-fTgQjR8M_', 'Cr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/WHxcrFh6QWqSn5mGUr5mBg/Xf06z3W_uXiss4I1OdzRpCsLCWOj'}, 'value_per_atom': 0.08641021355585998, 'value': 0.34564085422343993}"
