formula,space_group,structure,id,formation_energy
Ce4In2Ni4,P4/mbm,"[{'data': {'a': [7.618452e-10, 0, 0], 'b': [0, 7.618452e-10, 0], 'c': [0, 0, 3.9028740000000005e-10], 'atoms': [{'x': 2.47522995043716e-10, 'y': 1.33398995480124e-10, 'z': 1.9514402003566803e-10, 'element': 'Ce'}, {'x': 6.28446996838884e-10, 'y': 2.47522995043716e-10, 'z': 1.9514402003566803e-10, 'element': 'Ce'}, {'x': 1.33398995480124e-10, 'y': 5.14320993622416e-10, 'z': 1.9514402003566803e-10, 'element': 'Ce'}, {'x': 5.14320993622416e-10, 'y': 6.28446996838884e-10, 'z': 1.9514402003566803e-10, 'element': 'Ce'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'In'}, {'x': 3.80921998142292e-10, 'y': 3.80921998142292e-10, 'z': 0, 'element': 'In'}, {'x': 4.71733999311456e-10, 'y': 9.081200116916401e-11, 'z': 0, 'element': 'Ni'}, {'x': 9.081200116916401e-11, 'y': 2.9011099499034e-10, 'z': 0, 'element': 'Ni'}, {'x': 6.71033998768296e-10, 'y': 4.71733999311456e-10, 'z': 0, 'element': 'Ni'}, {'x': 2.9011099499034e-10, 'y': 6.71033998768296e-10, 'z': 0, 'element': 'Ni'}]}, 'natoms': 10, 'element': {'Ce': 4, 'In': 2, 'Ni': 4}}]",PN_YR7IDBOPX3G6ZGKMZOAMQHW4R3HNCFOG,"{'reference': {'Ce': 'https://nomad-lab.eu/prod/rae/gui/entry/id/hXjxFrSARi6vr8ZsckYj7Q/JsXn10Mg3mjkr_2RS8rOekFmtBq9', 'In': 'https://nomad-lab.eu/prod/rae/gui/entry/id/mAAfBZKmTQWDVL1ZPRsrVQ/Cp89DTwUVV5fQkGXp5zlmKrPDgBe', 'Ni': 'https://nomad-lab.eu/prod/rae/gui/entry/id/6ITh58J5QcGWUDsmpR9t2A/DW3mGBiIv6M10SVC39rmNQ3rZWvj'}, 'value_per_atom': -0.40859599956735265, 'value': -4.085959995673527}"
Al2EuGe2,P-3m1,"[{'data': {'a': [4.2173610000000003e-10, -1.0100000000000001e-14, 2.3e-15], 'b': [-2.1087680000000001e-10, 3.6524930000000004e-10, 0], 'c': [4.6e-15, 2.7e-15, 7.224258e-10], 'atoms': [{'x': 2.1087997157345406e-10, 'y': 1.21751991628928e-10, 'z': 2.68853010101506e-10, 'element': 'Al'}, {'x': -1.6025185568020016e-14, 'y': 2.4349001794296605e-10, 'z': 4.5357501765651196e-10, 'element': 'Al'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'Eu'}, {'x': -1.9021579184989858e-14, 'y': 2.4348899979262804e-10, 'z': 1.87986008666313e-10, 'element': 'Ge'}, {'x': 2.1088297007588505e-10, 'y': 1.217530061268e-10, 'z': 5.34442026315963e-10, 'element': 'Ge'}]}, 'natoms': 5, 'element': {'Eu': 1, 'Al': 2, 'Ge': 2}}]",PN_BSCNNKSBYDD3JKI4RVQ47SITAEYAZ2TP,"{'reference': {'Eu': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/xnzHUScqwfp6EIa2HqvVVs-k4kJM', 'Al': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/NisqkJ42q36mA3MO8aAuVafQgI0l', 'Ge': 'https://nomad-lab.eu/prod/rae/gui/entry/id/A42JdZXMSM6ZvFkyAy3k1g/nH8H7aIXL4SwjYAB7X_4snhAGFE1'}, 'value_per_atom': -0.6477179405636505, 'value': -3.2385897028182526}"
K2PPt2,Immm,"[{'data': {'a': [-1.9403725800000002e-10, 2.75476428e-10, 5.53904688e-10], 'b': [1.9403725800000002e-10, -2.75476428e-10, 5.53904688e-10], 'c': [1.9403725800000002e-10, 2.75476428e-10, -5.53904688e-10], 'atoms': [{'x': 1.2924697071141057e-26, 'y': 2.75476428e-10, 'z': 2.2851684647774685e-10, 'element': 'K'}, {'x': 1.9403725800000004e-10, 'y': 0, 'z': 3.253878415222532e-10, 'element': 'K'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'P'}, {'x': -5.836556580571727e-27, 'y': 1.3774722758872416e-10, 'z': 5.539046880000001e-10, 'element': 'Pt'}, {'x': 1.9403725800000002e-10, 'y': 1.3772920041127583e-10, 'z': 4.751871857787272e-26, 'element': 'Pt'}]}, 'natoms': 5, 'element': {'P': 1, 'Pt': 2, 'K': 2}}]",PN_ZIA3XRWVAO6UEOYJKA3HCYYWHMYI4OFB,"{'reference': {'P': 'https://nomad-lab.eu/prod/rae/gui/entry/id/SwEGZUqCTPyNJvGH3CWDPQ/VliAGY_Z2yfFnSNW4d80E-Y7rLrP', 'Pt': 'https://nomad-lab.eu/prod/rae/gui/entry/id/68wFX7Q8S5SrqzKuJtOXRg/hfTXu5BPKf83TlYNvYL_xjc7wecf', 'K': 'https://nomad-lab.eu/prod/rae/gui/entry/id/LNJYtPiDTJ2RgcndgMzMEQ/-0vh5pzaGjLtxl6QcMcZHMEL5lI1'}, 'value_per_atom': -0.4025029468563332, 'value': -2.012514734281666}"
CuFe2In,P4/mmm,"[{'data': {'a': [3.16895133e-10, 0, 0], 'b': [0, 3.16895133e-10, 0], 'c': [0, 0, 5.70196194e-10], 'atoms': [{'x': 1.584475665e-10, 'y': 1.584475665e-10, 'z': 4.2764714550000004e-10, 'element': 'Cu'}, {'x': 0, 'y': 0, 'z': -2.4209332985232602e-11, 'element': 'Fe'}, {'x': 0, 'y': 0, 'z': 3.093074299852326e-10, 'element': 'Fe'}, {'x': 1.584475665e-10, 'y': 1.584475665e-10, 'z': 1.425490485e-10, 'element': 'In'}]}, 'natoms': 4, 'element': {'Cu': 1, 'In': 1, 'Fe': 2}}]",PN_EW2RJN3EHJDF545Z7NZHF3YCS4TAMYBY,"{'reference': {'Cu': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/uVTSZjDVQgSURDhx2j8aTT9Zvd6S', 'In': 'https://nomad-lab.eu/prod/rae/gui/entry/id/Zqtd881RT5CfgKZ3B6_mTg/jidMzp8f26ns8Jif2fj8Gy8eG6id', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu'}, 'value_per_atom': 0.2511230330143217, 'value': 1.0044921320572868}"
Ge2Mn2Th,I4/mmm,"[{'data': {'a': [-5.052794e-10, 0, 0], 'b': [0, -5.052794e-10, 0], 'c': [2.526397e-10, 2.526397e-10, 6.755475e-10], 'atoms': [{'x': -2.5263997790366995e-10, 'y': -2.5263997790366995e-10, 'z': 1.590770065554e-10, 'element': 'Ge'}, {'x': 2.5263970132829464e-18, 'y': 2.5263970132829464e-18, 'z': 5.164700138058751e-10, 'element': 'Ge'}, {'x': -2.5263998295646395e-10, 'y': -2.223467606089925e-27, 'z': 3.3777400670805e-10, 'element': 'Mn'}, {'x': -2.223467606089925e-27, 'y': -2.5263998295646395e-10, 'z': 3.3777400670805e-10, 'element': 'Mn'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'Th'}]}, 'natoms': 5, 'element': {'Mn': 2, 'Th': 1, 'Ge': 2}}]",PN_IMIV3YWRJAJCQGHCTBMONHUDFR3WVGIQ,"{'reference': {'Mn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/hXjxFrSARi6vr8ZsckYj7Q/tx_1N24Ev1WXbH2sMhMM1KZC-Ghz', 'Th': 'https://nomad-lab.eu/prod/rae/gui/entry/id/F6FpfGPiRSaYxoQqgfNL3A/uuk0DiX2KJyQeSE9x4L9Owe3IbI9', 'Ge': 'https://nomad-lab.eu/prod/rae/gui/entry/id/A42JdZXMSM6ZvFkyAy3k1g/nH8H7aIXL4SwjYAB7X_4snhAGFE1'}, 'value_per_atom': 2.715667810371504, 'value': 13.578339051857519}"
As3Pd3Yb3,P-62m,"[{'data': {'a': [6.952038e-10, 6.08e-14, 0], 'b': [-3.475492e-10, 6.020946000000001e-10, 0], 'c': [0, 0, 4.1181960000000006e-10], 'atoms': [{'x': 3.476140247327e-10, 'y': 2.00756005816436e-10, 'z': 0, 'element': 'As'}, {'x': 5.302122082200587e-14, 'y': 4.0142002407438407e-10, 'z': 0, 'element': 'As'}, {'x': 3.4764760181092407e-10, 'y': 6.021443985642981e-10, 'z': 2.05910014146192e-10, 'element': 'As'}, {'x': 1.68415008576924e-10, 'y': 2.0997086322e-14, 'z': 0, 'element': 'Pd'}, {'x': -8.418899291566001e-11, 'y': 1.45862011483574e-10, 'z': 0, 'element': 'Pd'}, {'x': 2.634390347949059e-10, 'y': 4.5629002256392806e-10, 'z': 0, 'element': 'Pd'}, {'x': 4.03316019762792e-10, 'y': 4.199226956e-14, 'z': 2.05910014146192e-10, 'element': 'Yb'}, {'x': 1.45979022751096e-10, 'y': 2.5284301115623404e-10, 'z': 2.05910014146192e-10, 'element': 'Yb'}, {'x': -2.0162199242524203e-10, 'y': 3.4930302734128407e-10, 'z': 2.05910014146192e-10, 'element': 'Yb'}]}, 'natoms': 9, 'element': {'As': 3, 'Pd': 3, 'Yb': 3}}]",PN_25CJ6JQ6G2DCDP4J4EITVWHQ5ZS32SZL,"{'reference': {'As': 'https://nomad-lab.eu/prod/rae/gui/entry/id/F6FpfGPiRSaYxoQqgfNL3A/sU0zbzue1VlDUG3JXCL3iB2rgLA5', 'Pd': 'https://nomad-lab.eu/prod/rae/gui/entry/id/6ITh58J5QcGWUDsmpR9t2A/VevWFbpvj783NzWtw5z8hpIHydQG', 'Yb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/F6FpfGPiRSaYxoQqgfNL3A/V74Cne3jMl6DaE8BB0l4CKbjL33s'}, 'value_per_atom': -1.2284269031375008, 'value': -11.055842128237508}"
Cu2FeMn,I4/mmm,"[{'data': {'a': [-1.6838827100000002e-10, 1.6838827100000002e-10, 3.94986571e-10], 'b': [1.6838827100000002e-10, -1.6838827100000002e-10, 3.94986571e-10], 'c': [1.6838827100000002e-10, 1.6838827100000002e-10, -3.94986571e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Cu'}, {'x': 0, 'y': 0, 'z': 3.94986571e-10, 'element': 'Cu'}, {'x': 1.6838827100000002e-10, 'y': 0, 'z': 1.974932855e-10, 'element': 'Fe'}, {'x': -1.2924697071141057e-26, 'y': 1.6838827100000002e-10, 'z': 1.974932855e-10, 'element': 'Mn'}]}, 'natoms': 4, 'element': {'Mn': 1, 'Cu': 2, 'Fe': 1}}]",PN_ZBQHJQTJ4FAJNTJH6MZEZHVPONRJF7ZI,"{'reference': {'Mn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/8IffBWYWeF2VvGN-TtippJCbAlST', 'Cu': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/uVTSZjDVQgSURDhx2j8aTT9Zvd6S', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu'}, 'value_per_atom': 0.3873349841045757, 'value': 1.5493399364183027}"
In4P12Sr12,Pnma,"[{'data': {'a': [1.2920971010000002e-09, 0, 0], 'b': [0, 4.33712257e-10, 0], 'c': [0, 0, 1.396762293e-09], 'atoms': [{'x': 5.792145178474708e-10, 'y': 3.2528419275e-10, 'z': 2.8180077338528506e-10, 'element': 'In'}, {'x': 1.225263068347471e-09, 'y': 3.2528419275e-10, 'z': 4.1658037311471496e-10, 'element': 'In'}, {'x': 6.683403265252925e-11, 'y': 1.0842806425e-10, 'z': 9.80181919885285e-10, 'element': 'In'}, {'x': 7.128825831525294e-10, 'y': 1.0842806425e-10, 'z': 1.114961519614715e-09, 'element': 'In'}, {'x': 1.168983194919214e-09, 'y': 3.2528419275e-10, 'z': 1.6110450437420726e-10, 'element': 'P'}, {'x': 3.3375514167380504e-10, 'y': 3.2528419275e-10, 'z': 1.7892390884149872e-10, 'element': 'P'}, {'x': 7.078018893787741e-10, 'y': 1.0842806425e-10, 'z': 1.9897765807841054e-10, 'element': 'P'}, {'x': 6.175333887877412e-11, 'y': 1.0842806425e-10, 'z': 4.994034884215895e-10, 'element': 'P'}, {'x': 9.798036921738052e-10, 'y': 3.2528419275e-10, 'z': 5.194572376585013e-10, 'element': 'P'}, {'x': 5.229346444192138e-10, 'y': 3.2528419275e-10, 'z': 5.372766421257927e-10, 'element': 'P'}, {'x': 7.691624565807863e-10, 'y': 1.0842806425e-10, 'z': 8.594856508742072e-10, 'element': 'P'}, {'x': 3.1229340882619504e-10, 'y': 1.0842806425e-10, 'z': 8.773050553414988e-10, 'element': 'P'}, {'x': 1.230343762121226e-09, 'y': 3.2528419275e-10, 'z': 8.973588045784105e-10, 'element': 'P'}, {'x': 5.842952116212259e-10, 'y': 3.2528419275e-10, 'z': 1.1977846349215893e-09, 'element': 'P'}, {'x': 9.58341959326195e-10, 'y': 1.0842806425e-10, 'z': 1.2178383841585012e-09, 'element': 'P'}, {'x': 1.2311390608078625e-10, 'y': 1.0842806425e-10, 'z': 1.2356577886257928e-09, 'element': 'P'}, {'x': 4.6172122123506357e-10, 'y': 1.0842806425e-10, 'z': 7.876133055883049e-12, 'element': 'Sr'}, {'x': 9.391293799022958e-11, 'y': 1.0842806425e-10, 'z': 1.4483761516320825e-10, 'element': 'Sr'}, {'x': 9.998122809377464e-10, 'y': 1.0842806425e-10, 'z': 2.8791504445240083e-10, 'element': 'Sr'}, {'x': 3.537637304377464e-10, 'y': 1.0842806425e-10, 'z': 4.104661020475992e-10, 'element': 'Sr'}, {'x': 7.399614884902297e-10, 'y': 1.0842806425e-10, 'z': 5.535435313367917e-10, 'element': 'Sr'}, {'x': 1.1077697717350637e-09, 'y': 1.0842806425e-10, 'z': 6.90505013444117e-10, 'element': 'Sr'}, {'x': 1.8432732926493652e-10, 'y': 3.2528419275e-10, 'z': 7.06257279555883e-10, 'element': 'Sr'}, {'x': 5.521356125097705e-10, 'y': 3.2528419275e-10, 'z': 8.432187616632082e-10, 'element': 'Sr'}, {'x': 9.383333705622538e-10, 'y': 3.2528419275e-10, 'z': 9.862961909524008e-10, 'element': 'Sr'}, {'x': 2.922848200622537e-10, 'y': 3.2528419275e-10, 'z': 1.1088472485475992e-09, 'element': 'Sr'}, {'x': 1.1981841630097705e-09, 'y': 3.2528419275e-10, 'z': 1.2519246778367917e-09, 'element': 'Sr'}, {'x': 8.303758797649367e-10, 'y': 3.2528419275e-10, 'z': 1.388886159944117e-09, 'element': 'Sr'}]}, 'natoms': 28, 'element': {'P': 12, 'In': 4, 'Sr': 12}}]",PN_2FHVVRYFGPXHFQWKIROM6AZIT2RYVCIP,"{'reference': {'P': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/RqzAgcgoQ2ZTm0QGvfa6HhzocDYR', 'In': 'https://nomad-lab.eu/prod/rae/gui/entry/id/mAAfBZKmTQWDVL1ZPRsrVQ/Cp89DTwUVV5fQkGXp5zlmKrPDgBe', 'Sr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/4Bi2SFZznBU08VPsCfdn5zucFJds'}, 'value_per_atom': -0.9859511684764115, 'value': -27.606632717339522}"
Au9In13Sr4,P-6m2,"[{'data': {'a': [1.285923838e-09, -3.2159999999999998e-15, 0], 'b': [-6.42964704e-10, 1.113697359e-09, 0], 'c': [0, 0, 4.45381982e-10], 'atoms': [{'x': 2.4342405238994402e-15, 'y': 1.9644081761774256e-10, 'z': 0, 'element': 'Au'}, {'x': -2.3191761595842963e-10, 'y': 6.085619821981789e-10, 'z': 0, 'element': 'Au'}, {'x': 2.319137364633696e-10, 'y': 6.085633391428172e-10, 'z': 0, 'element': 'Au'}, {'x': -3.0021698132803113e-15, 'y': 1.0102752015978676e-09, 'z': 0, 'element': 'Au'}, {'x': 4.728431327052368e-10, 'y': 1.0154804464480821e-09, 'z': 0, 'element': 'Au'}, {'x': -4.728501660932312e-10, 'y': 1.015478223130282e-09, 'z': 0, 'element': 'Au'}, {'x': 4.15309721588748e-10, 'y': 2.3978812527009544e-10, 'z': 2.22690991e-10, 'element': 'Au'}, {'x': 8.706155532679483e-10, 'y': 2.3979251051495557e-10, 'z': 2.22690991e-10, 'element': 'Au'}, {'x': 6.429572598967815e-10, 'y': 6.341232546345841e-10, 'z': 2.22690991e-10, 'element': 'Au'}, {'x': 4.084561281888067e-10, 'y': 5.414219950964836e-11, 'z': 0, 'element': 'In'}, {'x': 8.774721518982159e-10, 'y': 5.415453566487127e-11, 'z': 0, 'element': 'In'}, {'x': 2.5112061408532654e-10, 'y': 3.2665840819419543e-10, 'z': 0, 'element': 'In'}, {'x': 1.034811298880002e-09, 'y': 3.2666375408613206e-10, 'z': 0, 'element': 'In'}, {'x': 4.856248164364934e-10, 'y': 7.328872007725342e-10, 'z': 0, 'element': 'In'}, {'x': 8.002813331336762e-10, 'y': 7.328813019764618e-10, 'z': 0, 'element': 'In'}, {'x': -1.387101949877366e-15, 'y': 7.423828497561326e-10, 'z': 0, 'element': 'In'}, {'x': 6.429609309917877e-10, 'y': 7.370058282256054e-11, 'z': 2.22690991e-10, 'element': 'In'}, {'x': 1.6144461146914962e-10, 'y': 9.319938107827615e-11, 'z': 2.22690991e-10, 'element': 'In'}, {'x': 1.1244940499796782e-09, 'y': 9.322071655657723e-11, 'z': 2.22690991e-10, 'element': 'In'}, {'x': 3.8530673960104427e-10, 'y': 5.199982721620686e-10, 'z': 2.22690991e-10, 'element': 'In'}, {'x': 9.00615031354083e-10, 'y': 5.199957026641945e-10, 'z': 2.22690991e-10, 'element': 'In'}, {'x': 6.429446898808527e-10, 'y': 9.27277968153962e-10, 'z': 2.22690991e-10, 'element': 'In'}, {'x': 6.429612477635768e-10, 'y': 3.7126544238798167e-10, 'z': 0, 'element': 'Sr'}, {'x': 3.137378547104217e-14, 'y': 4.5876602706299856e-10, 'z': 2.22690991e-10, 'element': 'Sr'}, {'x': -2.4569132131275067e-10, 'y': 8.84284707623333e-10, 'z': 2.22690991e-10, 'element': 'Sr'}, {'x': 2.4565391459575626e-10, 'y': 8.843403441104409e-10, 'z': 2.22690991e-10, 'element': 'Sr'}]}, 'natoms': 26, 'element': {'Au': 9, 'In': 13, 'Sr': 4}}]",PN_FZXQBVRZOONSU7WBBGUOGPDWRKE26FQ6,"{'reference': {'Au': 'https://nomad-lab.eu/prod/rae/gui/entry/id/kPbFtrDlT1aKTsmtjEcCvg/SYMstQY5oJVHaJ3I_PyHB1hkE0VP', 'In': 'https://nomad-lab.eu/prod/rae/gui/entry/id/mAAfBZKmTQWDVL1ZPRsrVQ/Cp89DTwUVV5fQkGXp5zlmKrPDgBe', 'Sr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/4Bi2SFZznBU08VPsCfdn5zucFJds'}, 'value_per_atom': -0.4841239415153129, 'value': -12.587222479398136}"
Ag2IrSr,P4mm,"[{'data': {'a': [3.45818644e-10, 0, 0], 'b': [0, 3.45818644e-10, 0], 'c': [0, 0, 7.21192073e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 4.1598293863353435e-11, 'element': 'Ag'}, {'x': 1.72909322e-10, 'y': 1.72909322e-10, 'z': 1.869268047055344e-10, 'element': 'Ag'}, {'x': 0, 'y': 0, 'z': 3.3129735611714944e-10, 'element': 'Ir'}, {'x': 1.72909322e-10, 'y': 1.72909322e-10, 'z': 5.21965647602042e-10, 'element': 'Sr'}]}, 'natoms': 4, 'element': {'Ag': 2, 'Ir': 1, 'Sr': 1}}]",PN_ZGSZBTSBXSG5PQYKPN7TYMKDPJAW6AHR,"{'reference': {'Ag': 'https://nomad-lab.eu/prod/rae/gui/entry/id/fnHejGdhTuiWS0VNpjH8pA/S0g-iXGYSO3a4JeEbuX_IWUqOBUr', 'Ir': 'https://nomad-lab.eu/prod/rae/gui/entry/id/R5T_c-b5R-aSPQN6iXJv2A/Jxd3Gq7w7vgx3vAf4QaOcIUrNIvf', 'Sr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/9CyQcCUbCgpVbqUi9LKvMkTBuex3'}, 'value_per_atom': 0.2253620494449926, 'value': 0.9014481977799704}"
Ba2CuSn,P4/mmm,"[{'data': {'a': [3.96838904e-10, 0, 0], 'b': [0, 4.06812681e-10, 0], 'c': [0, 0, 8.68629097e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 8.187862907850429e-12, 'element': 'Ba'}, {'x': 0, 'y': 0, 'z': 4.2612668559214957e-10, 'element': 'Ba'}, {'x': 1.98419452e-10, 'y': 2.034063405e-10, 'z': 2.1715727425e-10, 'element': 'Cu'}, {'x': 1.98419452e-10, 'y': 2.034063405e-10, 'z': 6.514718227500001e-10, 'element': 'Sn'}]}, 'natoms': 4, 'element': {'Cu': 1, 'Sn': 1, 'Ba': 2}}]",PN_OHAXP5EREKBFTUIBCFAKPHYZP42JKQU2,"{'reference': {'Cu': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/uVTSZjDVQgSURDhx2j8aTT9Zvd6S', 'Sn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/OAw0poj5HN3ZrB-djDMlDbA7-aNL', 'Ba': 'https://nomad-lab.eu/prod/rae/gui/entry/id/tX6mKyN2Q0ahPatA8GfBWw/Lj0gGgNhl0ZMZK5-5xnXiYpf0ut5'}, 'value_per_atom': -0.27073209024229294, 'value': -1.0829283609691718}"
Ge2KP,P4/mmm,"[{'data': {'a': [3.58117601e-10, 0, 0], 'b': [0, 3.58117601e-10, 0], 'c': [0, 0, 7.22927155e-10], 'atoms': [{'x': 0, 'y': 0, 'z': -5.953019565198776e-11, 'element': 'Ge'}, {'x': 0, 'y': 0, 'z': 4.2099377315198775e-10, 'element': 'Ge'}, {'x': 1.790588005e-10, 'y': 1.790588005e-10, 'z': 1.8073178875e-10, 'element': 'K'}, {'x': 1.790588005e-10, 'y': 1.790588005e-10, 'z': 5.421953662500001e-10, 'element': 'P'}]}, 'natoms': 4, 'element': {'P': 1, 'K': 1, 'Ge': 2}}]",PN_DEIRAO77MGZB6P647L4VG66XAUIYZSYD,"{'reference': {'P': 'https://nomad-lab.eu/prod/rae/gui/entry/id/SwEGZUqCTPyNJvGH3CWDPQ/VliAGY_Z2yfFnSNW4d80E-Y7rLrP', 'K': 'https://nomad-lab.eu/prod/rae/gui/entry/id/LNJYtPiDTJ2RgcndgMzMEQ/-0vh5pzaGjLtxl6QcMcZHMEL5lI1', 'Ge': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/2eVSxv5n6du3VVsS6uZHLFviKxDn'}, 'value_per_atom': 0.04468251359914044, 'value': 0.17873005439656175}"
Al20Fe4Th2,Cmcm,"[{'data': {'a': [-4.47047e-10, -5.113592e-10, 0], 'b': [-4.47047e-10, 5.113592e-10, 0], 'c': [0, 0, -9.029911e-10], 'atoms': [{'x': -2.0355701301618e-10, 'y': 5.331013945116388e-28, 'z': 0, 'element': 'Al'}, {'x': -6.9053703168852e-10, 'y': -1.2385561755147588e-26, 'z': 0, 'element': 'Al'}, {'x': -4.4704702235234996e-10, 'y': 1.2671000809711199e-10, 'z': -4.411499809673e-11, 'element': 'Al'}, {'x': -4.4704702235234996e-10, 'y': -3.4709002229783203e-10, 'z': -9.0012997269965e-11, 'element': 'Al'}, {'x': -3.1397101466152e-10, 'y': -1.3284401226712003e-10, 'z': -2.25748000747775e-10, 'element': 'Al'}, {'x': -2.4334801379756e-10, 'y': 1.40277006872112e-10, 'z': -2.25748000747775e-10, 'element': 'Al'}, {'x': -5.8012303004318e-10, 'y': -1.3284401226712003e-10, 'z': -2.25748000747775e-10, 'element': 'Al'}, {'x': -6.5074603090714e-10, 'y': 1.4027700687211197e-10, 'z': -2.25748000747775e-10, 'element': 'Al'}, {'x': -4.4704702235234996e-10, 'y': -3.4709002229783203e-10, 'z': -3.6148299519567405e-10, 'element': 'Al'}, {'x': -4.4704702235234996e-10, 'y': 1.2671000809711199e-10, 'z': -4.0738000107869904e-10, 'element': 'Al'}, {'x': -2.0355701301618e-10, 'y': 5.331013945116388e-28, 'z': -4.5149600149555e-10, 'element': 'Al'}, {'x': -6.9053703168852e-10, 'y': -1.2385561755147588e-26, 'z': -4.5149600149555e-10, 'element': 'Al'}, {'x': -4.4704702235235e-10, 'y': -1.2671000809711199e-10, 'z': -4.9561099959228e-10, 'element': 'Al'}, {'x': -4.4704702235234996e-10, 'y': 3.4709002229783203e-10, 'z': -5.41507996445394e-10, 'element': 'Al'}, {'x': -2.4334801379756e-10, 'y': -1.40277006872112e-10, 'z': -6.77242999923204e-10, 'element': 'Al'}, {'x': -3.1397101466152e-10, 'y': 1.3284401226712e-10, 'z': -6.77242999923204e-10, 'element': 'Al'}, {'x': -6.5074603090714e-10, 'y': -1.4027700687211195e-10, 'z': -6.77242999923204e-10, 'element': 'Al'}, {'x': -5.8012303004318e-10, 'y': 1.3284401226712003e-10, 'z': -6.77242999923204e-10, 'element': 'Al'}, {'x': -4.4704702235234996e-10, 'y': 3.4709002229783203e-10, 'z': -8.12977994371103e-10, 'element': 'Al'}, {'x': -4.4704702235235e-10, 'y': -1.2671000809711199e-10, 'z': -8.588759935443381e-10, 'element': 'Al'}, {'x': -2.2352343741342002e-10, 'y': -2.5567952840971205e-10, 'z': 0, 'element': 'Fe'}, {'x': -2.2352343741342002e-10, 'y': 2.5567952840971205e-10, 'z': 0, 'element': 'Fe'}, {'x': -2.2352343741342002e-10, 'y': -2.5567952840971205e-10, 'z': -4.5149600149555e-10, 'element': 'Fe'}, {'x': -2.2352343741342002e-10, 'y': 2.5567952840971205e-10, 'z': -4.5149600149555e-10, 'element': 'Fe'}, {'x': -4.4704702235235e-10, 'y': 3.8311902108717604e-10, 'z': -2.25748000747775e-10, 'element': 'Th'}, {'x': -4.4704702235234996e-10, 'y': -3.83119021087176e-10, 'z': -6.77242999923204e-10, 'element': 'Th'}]}, 'natoms': 26, 'element': {'Th': 2, 'Al': 20, 'Fe': 4}}]",PN_D2LIRHWFTK3HB2NM5VCNSAJHJFNDDNIN,"{'reference': {'Th': 'https://nomad-lab.eu/prod/rae/gui/entry/id/F6FpfGPiRSaYxoQqgfNL3A/uuk0DiX2KJyQeSE9x4L9Owe3IbI9', 'Al': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/NisqkJ42q36mA3MO8aAuVafQgI0l', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/s_woDjkWMozMyIoPlFslLFZo09pK'}, 'value_per_atom': -0.3761078334904063, 'value': -9.778803670750563}"
